,id,popularity,release_date,runtime,title,vote_average,vote_count,director,content,posters
1279,9978,16.282962,"Jul, 2006",1hr 33min,Stormbreaker,5.1,213,Geoffrey Sax,adventure action family england secretintelligenceservice childhero wretch teenspy basedonyoungadultnovel alex rider think normal school boy uncle kill discover uncle actually spy mission kill alex recruit alan blunt continue mission send cornwall investigate new computer system darrius sayle create plan new computer system school country mr blunt idea alex find isleofmanfilm weinsteincompanythe samuelsonproduction rule school save world alexpettyfer sarahbolger ewanmcgregor geoffreysax,https://image.tmdb.org/t/p/w500/svxnQBJ82P28M2k7uaL7MmQdg9N.jpg
1280,8271,31.690456,"Apr, 2007",1hr 45min,Disturbia,6.6,1006,D.J. Caruso,thriller drama mystery kidnapping youngpeople kale 17yearold place house arrest punch teacher confine house decide use free time spy neighbor thing start weird guest enter turner house not come kale friend ronnie ashley start grow interested actually happen house robert turner paramountpictures dreamworksskg coldspringpicture montecitopicturecompanythe quieter street darker secret shialabeouf sarahroemer carrieannemoss djcaruso,https://image.tmdb.org/t/p/w500/bJNEBrDy6H4QMHj8GC9OHxPdwJm.jpg
1281,10428,17.842246,"Sep, 1995",1hr 47min,Hackers,6.2,398,Iain Softley,action crime thriller drama femalenudity hacker nudity computervirus virtualreality computer sexualfantasy prank internet cyberpunk teenager newyorkcity secretservice computerhacker dreamsequence new friend teenager arrest secret service ban computer write computer virus discover plot nefarious hacker use computer skill find evidence pursue secret service evil computer genius virus unitedartist suftley right wrong fun boring jonnyleemiller angelinajolie jessebradford iainsoftley,https://image.tmdb.org/t/p/w500/w8H2KpRtpzwlxz5KrvINCVihok1.jpg
1282,5353,8.048305,"Sep, 2007",1hr 41min,The Hunting Party,6.6,96,Richard Shepard,action adventure thriller drama civilwar spy hotel journalist journalism warcrime hiddencamera warvictim warcorrespondent war balkanwar serbia emerge journalist jesse eisenberg experienced cameraman terrence howard discredited reporter richard gere find bold plan capture bosnias war criminal quickly spiral control un representative mistake cia hit squad lighthearted thriller inspire scott anderson popular esquire article weinstein company provide stateside intermediafilm find world want war criminal cia not actually look richardgere terrencehoward jamesbrolin richardshepard,https://image.tmdb.org/t/p/w500/ujBOMuVWKGwk9z9RjxV21ttKYBz.jpg
1283,11934,14.188982,"Mar, 1994",1hr 51min,The Hudsucker Proxy,7.1,275,Joel Coen,comedy drama suicide newyork corruption journalist inventor undercover toy plan boss investigation company industry party money board stock naive business graduate instal president manufacture company stock scam polygramfilmedentertainment silverpicture warnerbro workingtitlefilm polygramfilmproduktion take fall guy throw hoop timrobbin jenniferjasonleigh paulnewman joelcoen,https://image.tmdb.org/t/p/w500/yWKm4yzRU4hokkbYCJ34vwVwb9R.jpg
1284,14392,6.884467,"Dec, 2007",2hr 6min,The Warlords,6.3,83,Peter Chan,action drama history assassin general dynasty brother bloodbrother heroic tale blood brother struggle midst war political upheaval base assassination ma qe dynasty 16441911 story killing general ma xinyi applausepicture mediaasiafilms beijingjinyinmamovietvcultureco stellarmegafilms beijingpolybonafilmpublishingcompany chengtianentertainment morganchanfilms talentaidinternational chinafilmgroupcorporationcfgc   jetli andylau takeshikaneshiro peterchan,https://image.tmdb.org/t/p/w500/9sAWyaASakMW9f3LSXK8Br3RCED.jpg
1285,19495,8.212018,"Jul, 2005",1hr 52min,Nomad: The Warrior,4.3,17,Sergei Bodrov Jr.,action history war nomad historical epic set 18thcentury kazakhstan film fictionalise account youth comingofage ablai khan grow fight defend fortress hazrate turkestan dzungar invaders wildbunch ibrus kazakhfilmstudio truestoryproduction courage know limit kunobecker jayhernandez jasonscottlee sergeibodrovjr,https://image.tmdb.org/t/p/w500/vLHtz57xpPBrIl9YAhEgC29LCyk.jpg
1286,110415,64.238688,"Aug, 2013",2hr 6min,Snowpiercer,6.7,2854,Bong Joon-ho,action sciencefiction drama fathersonrelationship childlabour brothel winter allegory bridge postapocalyptic dystopia hijackingoftrain basedoncomicbook dam rifle pregnant train violence basedongraphicnovel guilt revolt duplicity tunnel socialclass populationcontrol perpetualwinter cityruin future fail globalwarming experiment kill life planet class system evolve aboard snowpiercer train travel globe perpetualmotion engine cjentertainment opuspicture stillkingfilm snowpiercer mohofilm ad 2031 passenger train survivor earth chrisevan songkangho edharris bongjoonho,https://image.tmdb.org/t/p/w500/nzccOvhrLGI0nvAknCEAk8bchD9.jpg
1287,77459,17.375562,"Oct, 2011",1hr 30min,A Monster in Paris,6.5,313,Bibo Bergeron,adventure animation comedy family fantasy monster cgi 3d parisfrance paris1910 emile shy movie projectionist raoul colorful inventor find embark hunt monster terrorizing citizen join force lucille bighearte star bird paradise cabaret eccentric scientist irascible monkey save monster turn oversized harmless flea city ruthlessly ambitious police chief europacorp scanbox   vanessaparadis mathieuchedid gadelmaleh bibobergeron,https://image.tmdb.org/t/p/w500/jerM6xBeRfIr2rLg2pICmduzoyf.jpg
1288,26486,6.7698,"Sep, 2004",1hr 30min,The Last Shot,5.9,15,Jeff Nathanson,action comedy movie directorscreenwriter find man finance late project soon discover producer actually undercover fbi agent work mob sting operation touchstonepicture mandevillefilms morrabreznersteinbergandtenenbaumentertainmentmbst burroproduction   matthewbroderick alecbaldwin tonicollette jeffnathanson,https://image.tmdb.org/t/p/w500/1Ff0jZmyFwVKT2DgspBisy869Nk.jpg
1289,9495,44.690107,"May, 1994",1hr 42min,The Crow,7.3,953,Alex Proyas,fantasy action thriller halloween arson detroit exactly year young rock guitarist eric draven fiancée brutally kill ruthless gang criminal draven   watch hypnotic crow   return grave exact revenge miramaxfilm crowvisioninc entertainmentmediainvestmentcorporation jeffmostproduction edwardrpressmanfilm real love forever brandonlee rochelledavis erniehudson alexproyas,https://image.tmdb.org/t/p/w500/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg
1290,256040,16.254032,"Jul, 2015",2hr 39min,Baahubali: The Beginning,7.5,135,S.S. Rajamouli,action adventure war history kingdom war bollywood medievalindia ancientindia young shivudu leave foundling small village mother time grow apparent possess exceptional gift meet beautiful warriorprincess avanthika learn queen hold captive 25 year shividu set rescue discover origin process arkamediawork   prabhas ranadaggubati tamannabhatia ssrajamouli,https://image.tmdb.org/t/p/w500/9BAjt8nSSms62uOVYn1t3C3dVto.jpg
1291,24420,37.492928,"Aug, 2009",1hr 47min,The Time Traveler's Wife,6.7,798,Robert Schwentke,drama romance fantasy chicago sex basedonnovel nudity diary future time timetravel marriage love romance travel tragiclove relationship timetraveler complication genetic disorder handsome librarian henry detamble involuntarily zip time appear moment life true love beautiful artist clare abshire newlinecinema planbentertainment nickwechslerproduction internationalescarenafilmproduktionsgesellschaft2   ericbana rachelmcadams michellenolden robertschwentke,https://image.tmdb.org/t/p/w500/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg
1292,1257,18.678415,"Feb, 2007",1hr 42min,Because I Said So,5.8,191,Michael Lehmann,comedy mother guitar sistersisterrelationship profession newlove architect motherrole lonelyheartsad man clothing single motherdaughterrelationship losangele fashion singlefather effort prevent family history repeat meddlesome mom daphne wilder attempt set young daughter milly mr right daughter try mom good intention control universalpicture goldcirclefilm s normal overprotective overbearing overthetop mother dianekeaton mandymoore gabrielmacht michaellehmann,https://image.tmdb.org/t/p/w500/wQtGQnr5RPnmzSfV9zUcgh8R9NX.jpg
1293,62214,27.908783,"Oct, 2012",1hr 27min,Frankenweenie,6.6,932,Tim Burton,animation comedy family shyness stopmotion blackandwhite retro dog animaldeath animallover car hit young victor pet dog sparky victor decide bring life way know boltnecked monster wreak havoc terror heart victor neighbor convince sparkys good loyal friend timburtonproduction electrify dog grave charlietahan catherineohara martinshort timburton,https://image.tmdb.org/t/p/w500/yGjVbLVdZRBlZTTQVBsj2KUjL1s.jpg
1294,16320,45.388937,"Aug, 2005",1hr 59min,Serenity,7.4,1264,Joss Whedon,sciencefiction action adventure thriller martialart telepathy dystopia spaceship fugitive basedontvserie planet throatslitte cannibal reaver operative exsoldi firefly renegade crew serenity agree hide fugitive ship find actionpacked battle relentless military totalitarian regime destroy – – girl bloodthirsty creature roam uncharted area space great danger ship universalpicture barrymendelproduction not stop signal nathanfillion ginatorre alantudyk josswhedon,https://image.tmdb.org/t/p/w500/ckDo5vnRKehJ2qu8U95c7QcvGUm.jpg
1295,8842,2.817364,"Feb, 2004",1hr 46min,Against the Ropes,4.5,32,Charles S. Dutton,romance drama biography sport fictional story inspire north america famous female boxing promoter jackie kallen struggle survive succeed male dominate sport paramountpicture cortmaddenproduction atrfilm mmperstefilmproduktion moviemakersproductionsmmp   megryan tonyshalhoub joecortese charlessdutton,https://image.tmdb.org/t/p/w500/9CuODYTA3vvrGluaIl0hMPsEIK8.jpg
1296,9531,22.164202,"Jun, 1983",2hr 5min,Superman III,5.3,490,Richard Lester,comedy action adventure fantasy sciencefiction savingtheworld dccomic supercomputer identitycrisis lossofpower sequel superhero basedoncomicbook hack superpower superhumanstrength aim defeat man steel wealthy executive ross webster hire bumble brilliant gus gorman develop synthetic kryptonite yield unexpected psychological effect installment 1980 superman franchise rekindle romance high school sweetheart save superman contend powerful supercomputer warnerbro dovemeadfilm cantharusproduction world powerful computer control supermanno earth safe christopherreeve richardpryor jackiecooper richardlester,https://image.tmdb.org/t/p/w500/c4oR6qgZW2s5foGkQi2Dd86KuAS.jpg
1297,64807,21.362949,"Dec, 2013",1hr 53min,Grudge Match,6.0,433,Peter Segal,comedy fathersonrelationship sport rivalry elderly elderlyman pair aging boxing rival coax retirement fight final bout   30 year match gerberpicture warnerbros deniro vs stallone robertdeniro sylvesterstallone alanarkin petersegal,https://image.tmdb.org/t/p/w500/jTq9jYTKKo6EhQPso4xTMpPYYXW.jpg
1298,12289,14.8375,"Jul, 2008",2hr 30min,Red Cliff,7.1,205,John Woo,adventure drama action flamingarrow chinesehistory strategy carrierpigeon spearthrowe walloffire whitedove casualtyofwar arrowinback chinesetradition chinesepainte brokenarrow early century land wu invade warlord cao cao million soldier ruler wu sun quan call rival warlord liu bei help army badly outnumber wu strategist zhou yu see cao caos army unused battle sea chance exploit weakness properly metropolitanfilmexport lionrockproduction showbox future decide changchen hujun tonyleungchiuwai johnwoo,https://image.tmdb.org/t/p/w500/eEelFTjUYJJDlwqd53VfSA8xMfj.jpg
1299,11529,18.256028,"Sep, 2002",1hr 48min,Sweet Home Alabama,6.0,394,Andy Tennant,comedy romance newyork marriageproposal alabama careerwoman fashiondesigner new york fashion designer melanie carmichael suddenly find engaged city eligible bachelor melanie past hold secret include jake redneck husband marry high school refuse divorce bind determine end contentious relationship melanie sneak home alabama confront past touchstonepicture look right leave reesewitherspoon joshluca patrickdempsey andytennant,https://image.tmdb.org/t/p/w500/698cbxq0SRwCdOPG5Bwi7JDk12d.jpg
1300,20943,22.332927,"Jul, 2009",1hr 36min,The Ugly Truth,6.4,972,Robert Luketic,comedy romance romanticcomedy romance tvmorningshow relationship oppositesattract romantically challenge morning producer reluctantly embroil series outrageous test chauvinistic correspondent prove theory relationship help find love clever ploy lead unexpected result lakeshoreentertainment relativitymedia battle sex katherineheigl gerardbutler ericwinter robertluketic,https://image.tmdb.org/t/p/w500/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg
1301,9099,5.417787,"Mar, 1996",1hr 30min,Sgt. Bilko,5.5,94,Jonathan Lynn,comedy family gulfwar usarmy basedontvserie militaryspoof army know churn lean mean fighting machine intent protect great nation martin inexplicable incorrigible invicible sgt ernie bilko leader ragtag group sorriest soldier enlist armed force imagineentertainment universalpicture want honest week pay honest day work stevemartin danaykroyd philhartman jonathanlynn,https://image.tmdb.org/t/p/w500/14XWD0g88S0EAV6DeIOk8p4CmJS.jpg
1302,9488,24.085144,"Aug, 2002",1hr 40min,Spy Kids 2: The Island of Lost Dreams,5.3,521,Robert Rodriguez,action adventure family spy experiment island secretorganization wretch weapon rivalry scientist explore adventure carman juni cortez join family spy business level 2 oss agent new mission save world mad scientist live volcanic island populate imaginative menagerie creature bizarre island cortezs gadget work rely witsand otherto survive save day dimensionfilm little spy big attitude antoniobanderas carlagugino alexapenavega robertrodriguez,https://image.tmdb.org/t/p/w500/z8pfWCk6SlxxDLXXQdUHdxF5dwJ.jpg
1303,193,14.779041,"Nov, 1994",1hr 58min,Star Trek: Generations,6.4,452,David Carson,sciencefiction action adventure thriller basedontvserie death explodingplanet mountaincabin solarsystem captain jeanluc picard crew enterprise find odd renegade scientist soran destroy entire star system man help picard stop soran schemeand s dead seventyeight year paramountpicture boldly patrickstewart jonathanfrakes brentspiner davidcarson,https://image.tmdb.org/t/p/w500/rHsCYDGHFUarGh5k987b0EFU6kC.jpg
1304,44865,19.947265,"Jan, 2013",2hr 10min,The Grandmaster,6.3,273,Wong Kar-wai,action drama history martialart kungfu biography kungfumaster ip man peaceful life foshan change gong yutian seek heir family southern china ip man meet gong er challenge sake regain family honor second sinojapanese war ip man move hong kong struggle provide family mean time gong er choose path vengeance father kill ma san theweinsteincompany block2picture wildbunch annapurnapicture jettonefilm silmetropoleorganisationltd martial art right wrong man stand tonyleungchiuwai zhangziyi songhyekyo wongkarwai,https://image.tmdb.org/t/p/w500/ydBVVIscL6TsX5hYztA5YpBCwJ3.jpg
1305,55787,16.801218,"Mar, 2011",2hr 0min,Water for Elephants,6.7,850,Francis Lawrence,drama romance clown elephanttrainer veterinary captivate depressionera melodrama impetuous veterinary student jacob jankowski join celebrated circus animal caretaker face wrench dilemma s transfix angelic married performer marlena ingeniousmedia duneentertainment fox2000picture flashpointentertainment bigscreenproduction life spectacular earth robertpattinson reesewitherspoon christophwaltz francislawrence,https://image.tmdb.org/t/p/w500/yJ8kiGDA2FDdiy8hhlM1su10OCH.jpg
1306,257932,5.057695,"May, 2014",1hr 28min,Dragon Nest: Warriors' Dawn,6.8,19,Yuefeng Song,adventure family fantasy animation land altera observe uneasy peace year human elf evil beast loyal legendary black dragon black dragon begin stir hibernation send beast march altera beast conquest perilously close small group human elf unite try find secret hidden road black dragon cave destroy fate hand young warrior lambert summon confidence skill face black dragon lose milipictures   carrieannemoss lucasgrabeel blytheauffarth yuefengsong,https://image.tmdb.org/t/p/w500/8fklM49dK7AZ3j8jgycxbRwECGa.jpg
1307,10400,20.825781,"Sep, 1999",2hr 26min,The Hurricane,7.2,396,Norman Jewison,drama prison boxer boxingmatch boxingschool biography story rubin hurricane carter boxer wrongly imprison murder people aid fight prove innocence universalpicture beaconcommunication azoffentertainment great fight justice denzelwashington vicellousreonshannon deborahkaraunger normanjewison,https://image.tmdb.org/t/p/w500/eOzbt7KsqTC8gcjJMxcQnr89cxJ.jpg
1308,1957,11.500783,"May, 2002",1hr 54min,Enough,6.2,264,Michael Apted,drama thriller waitress wifehusbandrelationship violenthusband selfdefense violenceagainstwoman suspense marryrich abusivehusband workingclass waitress slim think enter life domestic bliss marry mitch man dream arrival child picture perfect life shatter discover mitch hide possessive dark controlling abusive alter ego turn trust love tranquility terror terrify child safety slim flee daughter relentless pursuit enlist aid lethal henchman mitch continually stalk prey family winklerfilm limit jenniferlopez billycampbell juliettelewis michaelapte,https://image.tmdb.org/t/p/w500/4glaIcIRw0IVmQKWYVK6CIo0zaU.jpg
1309,10833,13.932203,"Mar, 2001",2hr 3min,Heartbreakers,5.7,254,David Mirkin,crime comedy romance consandscam max page brilliant motherdaughter con team grift fine science max target wealthy willing man marry page seduce max catch husband act palimony city easy mark davisentertainment metrogoldwynmayermgm caution dangerous curve ahead sigourneyweaver jenniferlovehewitt genehackman davidmirkin,https://image.tmdb.org/t/p/w500/bwvec0gRMSpLakcPuxe0RWScNv3.jpg
1310,256961,41.258487,"Apr, 2015",1hr 34min,Paul Blart: Mall Cop 2,5.0,567,Andy Fickman,action comedy family shoppingmall lasvegas securityguard security guard paul blart head las vegas attend security guard expo teenage daughter maya depart college convention inadvertently discover heist   blart apprehend criminal columbiapicture happymadisonproduction sonypicturesrelease sonypicturesentertainmentspe lstarcapital heyeddie vegas new high roller kevinjame rainirodriguez eduardoverástegui andyfickman,https://image.tmdb.org/t/p/w500/zgr98ZRQnmN8iWzJn1EelAGFaTs.jpg
1311,5852,6.454634,"May, 2001",1hr 42min,Angel Eyes,5.6,88,Luis Mandoki,drama romance thriller carcrash policeofficer story seemingly unlikely couple cross path lifethreatening circumstance destine meet save live twice epsilonmotionpicture morgancreekproduction thecantoncompany aetwofilmproduction angeleyesproduction deep look find jenniferlopez jimcaviezel jeremysisto luismandoki,https://image.tmdb.org/t/p/w500/6ZeMoynnz4pRweKKZ9c2G1absMJ.jpg
1312,12312,5.257009,"Dec, 2001",1hr 39min,Joe Somebody,5.5,40,John Pasquin,comedy profession karate daughter beförderung exwife parking slap underappreciated video specialist joe scheffer brutally humiliate office bully mark mckinney daughter joe begin quest personal redemption proceed endure personal makeover take martial art lesson baction star news spread rematch mark joe suddenly find center attention ascend corporate ladder grow popularity s determined life force reckon regencyenterprise fox2000picture kopelsonentertainment epsilonmotionpicture atchityentertainmentinternationalaei pick wrong timallen juliebowen kellylynch johnpasquin,https://image.tmdb.org/t/p/w500/9AJvAour6cslSMy9Q0WLd0jIJh1.jpg
1313,622,30.359164,"Aug, 1999",2hr 13min,The Ninth Gate,6.3,756,Roman Polanski,horror mystery thriller newyork obsession passionforcollection southernfrance mephisto antiquary book picturepuzzle castle satanism millionaire allexpensespaid international search rare copy book gate shadow kingdom bring unscrupulous book dealer deep world murder doubledealing satanic worship bacfilm kinovision orlyfilm rpproduction víadigital artisanentertainment origenproduccionescinematograficassa tf1filmsproduction canal canalespaña book life johnnydepp franklangella lenaolin romanpolanski,https://image.tmdb.org/t/p/w500/iFDtmA8Bg9zE4NcsjcmGfqFN01H.jpg
1314,11306,3.426555,"Sep, 1996",1hr 58min,Extreme Measures,5.7,80,Michael Apted,drama thriller newyork surgeon british suspense morgue hospital medical doctor medicalresearch emergencyroom missingbody thriller guy luthan hugh grant british doctor work hospital new york start make unwanted enquiry body man die emergency room disappear trail lead luthan door eminent surgeon dr lawrence myrick gene hackman luthan soon find danger people want hospital secret remain undiscovered columbiapicture castlerockentertainment simianfilm surgery intend cure hughgrant genehackman sarahjessicaparker michaelapte,https://image.tmdb.org/t/p/w500/fFpA6zm0QGA2oz5yk6pgGeUFfhv.jpg
1315,12508,11.60815,"Sep, 2001",1hr 45min,Rock Star,6.0,190,Stephen Herek,music drama comedy rockstar success discontentednessanddispleasedness heavymetal relationshipproblem rock star tell story chris cole rock band call steel dragon cole photocopi technician day lead singer steel dragon tribute band call blood pollution nightinternal struggle steel dragon band member culminate firing lead singer bobby beer starting recruitment session find new vocalist loosely inspire true story heavy metal band judas priest belairentertainment warnerbros robertlawrenceproductions metalproductionsinc maysvillepicture story wanna get markwahlberg jenniferaniston jasonflemyng stephenherek,https://image.tmdb.org/t/p/w500/8pRMweo9WA1MvYOLsD2hWyFpZ1V.jpg
1316,25793,18.664624,"Nov, 2009",1hr 50min,Precious,6.9,417,Lee Daniels,drama aids illiteracy song unwillinglypregnant balloon school cry motorcycle set harlem 1987 claireece precious jones 16yearold african american girl bear life want s pregnant second time absent father home wait hand foot mother angry woman abuse emotionally physically school chaotic precious reach ninth grade good mark secretshe not read smokewoodentertainmentgroup life hard life short life painful life rich life isprecious gaboureysidibe monique paulapatton leedaniel,https://image.tmdb.org/t/p/w500/cY23k6VQsHVfTQIHf7e887iAfq4.jpg
1317,10534,10.047579,"Feb, 1996",2hr 9min,White Squall,6.3,86,Ridley Scott,action drama sailingtrip diary sailing survival comingofage teenageboy discipline squall sail shipcaptain caribbean malebonding seasickness stormatsea 1960 teenage boy discover discipline camaraderie illfated sailing voyage hollywoodpicture largoentertainment scottfreeproduction   jeffbridges carolinegoodall johnsavage ridleyscott,https://image.tmdb.org/t/p/w500/muhTVa52IufjTaqNseXFQUAEuyG.jpg
1318,1091,52.731379,"Jun, 1982",1hr 49min,The Thing,7.8,1588,John Carpenter,horror mystery sciencefiction ice spacemarine paranoia snowstorm norwegian researchstation remake alien antarctica shapeshiftingalien sleddog scientist antarctic confront shapeshifting alien assume appearance people kill universalpictures turmanfostercompany man warm place hide kurtrussell keithdavid wilfordbrimley johncarpenter,https://image.tmdb.org/t/p/w500/tzGY49kseSE9QAKk47uuDGwnSCu.jpg
1319,87421,46.630062,"Sep, 2013",1hr 59min,Riddick,6.2,2035,David Twohy,sciencefiction action thriller dystopia revenge alien planet imax betray kind leave dead desolate planet riddick fight survival alien predator powerful dangerous soon bounty hunter galaxy descend riddick find pawn great scheme revenge enemy right want riddick unleash vicious attack vengeance return home planet furya save destruction oneraceproduction radarpictures riddickcanadaproduction survival revenge vindiesel karlurban kateesackhoff davidtwohy,https://image.tmdb.org/t/p/w500/hfkZacQIrFjrpgKZoWZ94ifWRSq.jpg
1320,10871,4.131546,"Oct, 1997",1hr 58min,Switchback,5.8,52,Jeb Stuart,action adventure mystery thriller lossofson serialkiller train fbi agent dennis quaid try catch serial killer kidnap son paramountpicture pacificwestern rysherentertainment hunter hunted dennisquaid dannyglover rleeermey jebstuart,https://image.tmdb.org/t/p/w500/elEHm8d9yHYv1ua3hyukPZQjpGi.jpg
1321,13503,5.641978,"Nov, 2001",1hr 50min,Texas Rangers,5.4,19,Steve Miner,action western underwear tiger racialsegregation year civil war end governor texas ask leander mcnelly mcdermott form company ranger help uphold law mexican border veteran war patrick travis recruit young man van der beek kutcher raymond little experience gun police crime dimensionfilm   jamesvanderbeek rachaelleighcook ashtonkutcher steveminer,https://image.tmdb.org/t/p/w500/69tMHlxiCYlYKGZm1aPH1u7hY88.jpg
1322,13600,23.465539,"Oct, 2008",1hr 30min,City of Ember,6.2,605,Gil Kenan,adventure family fantasy undergroundworld mayor adventure postapocalyptic dystopia puzzle box pipework generation people city ember flourish amazing world glitter light ember powerful generator fail great lamp illuminate city start flicker teenager race time search ember clue unlock ancient mystery citys existence light forever playtone waldenmedia escape option saoirseronan harrytreadaway marykayplace gilkenan,https://image.tmdb.org/t/p/w500/eCdLMQMVk0SZlsfnDu43AOhbCJL.jpg
1323,68722,25.682509,"Sep, 2012",2hr 17min,The Master,7.0,701,Paul Thomas Anderson,drama posttraumaticstressdisorder sexualobsession postwarperiod drifter alcoholic cultleader scientology religiouscult charismaticleader righthandman freddie volatile heavydrinke veteran suffer posttraumatic stress disorder find semblance family stumble ship lancaster dodd charismatic leader new religion form world war ii ghoulardifilmcompany theweinsteincompany annapurnapicture man need guide joaquinphoenix philipseymourhoffman amyadams paulthomasanderson,https://image.tmdb.org/t/p/w500/tvhE7TWGzLPgN82bBDuX1XtH5oE.jpg
1324,14324,6.760922,"Dec, 2007",1hr 33min,Virgin Territory,4.3,75,David Leland,adventure action comedy romance film set tuscany black death decameron young florentine refuge plague instead tell story lusty adventure bawdy exchange romance swordplay randy nun saracen pirate sexy cow ingeniousfilmpartner dinodelaurentiiscinematografica dinodelaurentiiscompany zephyrfilms redlionsarl carthagofilmssarl happen   virgin territory ryancartwright haydenchristensen mischabarton davidleland,https://image.tmdb.org/t/p/w500/bPdE1CbdP8Bf1NMg9PF4QkPR9oZ.jpg
1325,14325,3.87823,"Oct, 2008",2hr 10min,The Express,7.1,71,Gary Fleder,drama americanfootball college biography sport syracuseuniversity base incredible true story express follow inspirational life college football hero ernie davis africanamerican win heisman trophy davisentertainment relativitymedia ideafilmproduktion change country yard time robbrown dennisquaid darrinhenson garyfleder,https://image.tmdb.org/t/p/w500/l4bOPaxwx1WebQXTeqXzXwf9n3M.jpg
1326,299687,57.889964,"Jan, 2016",1hr 52min,The 5th Wave,5.6,1945,J Blakeson,adventure sciencefiction basedonnovel dystopia alien alieninvasion humansubjugation environmentaldisaster basedonyoungadultnovel 16yearold cassie sullivan try survive world devastate wave alien invasion decimate population knock mankind stone age columbiapicture gkfilm materialpicture lstarcapital protect chloëgracemoretz nickrobinson alexroe jblakeson,https://image.tmdb.org/t/p/w500/37vpRkrD4OxQN0MQ7C59eszkylh.jpg
1327,312221,57.773583,"Nov, 2015",2hr 13min,Creed,7.3,1915,Ryan Coogler,drama underdog sport spinoff undergroundfighte motivationalspeaker box world heavyweight champion rocky balboa serve trainer mentor adonis johnson son late friend rival apollo creed newlinecinema warnerbros metrogoldwynmayermgm chartoffwinklerproduction legacy michaelbjordan sylvesterstallone grahammctavish ryancoogler,https://image.tmdb.org/t/p/w500/1BfTsk5VWuw8FCocAhCyqnRbEzq.jpg
1328,23168,24.218358,"Sep, 2010",2hr 5min,The Town,7.0,1468,Ben Affleck,crime drama thriller basedonnovel moneylaundere ambulance boston massachusetts bankmanager drugdealer florist flowershop holduprobbery volunteer stolenmoney friend carsetonfire bostongarden policechase bestfriend fenwaypark doug macray longtime thief smart rest crew look chance exit game bank job lead group kidnap attractive branch manager take role monitor – burgeon relationship threaten unveil identity doug crew fbi agent case legendarypicture gkfilm thunderroadpicture warnerbro welcome bank robbery capital america benaffleck rebeccahall jeremyrenner benaffleck,https://image.tmdb.org/t/p/w500/3NIzyXkfylsjflRKSz8Fts3lXzm.jpg
1329,76494,27.009723,"May, 2012",1hr 50min,What to Expect When You're Expecting,5.8,594,Kirk Jones,romance comedy drama basedonnovel adoption pregnant miscarriage expectantfather pregnantwife vomiting expectingtwin openaircinema givingbirth challenge impending parenthood turn life couple upside celebrity unprepared surprise demand pregnancy hormone wreak havoc babycrazy author husband try outdo father s expect twin young trophy wife photographers husband not sure wife adoption plan onetime hookup result surprise pregnancy rival foodtruck owner alconentertainment lionsgate phoenixpicture whattoexpectproduction late pull camerondiaz jenniferlopez elizabethbanks kirkjones,https://image.tmdb.org/t/p/w500/WlaRQOeoUfKntGmNsuZDu3r6h6.jpg
1330,4944,31.941347,"Sep, 2008",1hr 36min,Burn After Reading,6.5,1222,Joel Coen,comedy drama blackmail paranoia fitnesstraine plasticsurgery autobiography memory corpse divorce gym disc expriest disc contain memoir cia analyst fall hand linda litzke chad feldheimer gym employee chance money lifechange cosmetic surgery predictably event whirl control duo doofus orbit mikezossproduction studiocanal relativitymedia focusfeature workingtitlefilm intelligence relative georgeclooney francesmcdormand bradpitt joelcoen,https://image.tmdb.org/t/p/w500/eQfTetzb4DMoI4YnPEcNoUQD63U.jpg
1331,10488,14.353279,"Apr, 2008",1hr 36min,Nim's Island,5.6,330,Jennifer Flackett,adventure comedy family fantasy fictionalplace exoticisland shipwreck cruise volcano email liana daughter turtle author talkinganimal pirate womandirector iguana sealion young girl inhabit isolated island scientist father communicate reclusive author novel s read waldenmedia adventure start abigailbreslin jodiefoster gerardbutler jenniferflackett,https://image.tmdb.org/t/p/w500/vhNoXDpc7T5OdmAuu8DMHLB39uo.jpg
1332,96721,33.003828,"Sep, 2013",2hr 3min,Rush,7.7,2277,Ron Howard,drama action worldchampion sport racingcar formula1 automobilerace basedontrueevent biographical drama center rivalry formula 1 driver james hunt niki lauda 1976 formula motorrace season revolutionfilm workingtitlefilm crosscreekpicture exclusivemediagroup doublenegative everyone drive danielbrühl chrishemsworth oliviawilde ronhoward,https://image.tmdb.org/t/p/w500/5akKFgS7eeXUw9rKTEujryKrH17.jpg
1333,334,30.993736,"Dec, 1999",3hr 8min,Magnolia,7.5,825,Paul Thomas Anderson,drama farewell regret parentskidsrelationship suicideattempt becominganadult lossoffather dyinganddeath chance childprodigy daughter unsociability reconciliation epic mosaic interrelated character search happiness forgiveness meaning san fernando valley newlinecinema ghoulardifilmcompany themagnoliaproject thing fall people look rain pour juliannemoore williamhmacy johncreilly paulthomasanderson,https://image.tmdb.org/t/p/w500/uq2u8HgtLFJkjNq2kHb2jvipIPT.jpg
